user_name,submissions,comments,cmv_submissions,cmv_comments,deltas_awarded
417,761,432,94,886,DKvioshikykcxLzRfpMe
537,20,828,6,190,hPGOybajIaifvmLuFYle
850,419,1656,336,711,kAYQRuEeanKNqZQEKeLY
54,44,2424,23,803,VPeRZIHSwLdLYWdhbjxS
560,131,712,15,954,JmqdJqQuOhmAjTyJCsSA
2603,320,2854,153,702,vzeEothZxWobfRdSOvgk
1027,49,2094,15,765,qwzjuDlrhqzVVDjLPNuS
559,31,2694,1,103,MXDHLMeZpaoMzMGnVZEe
687,737,2599,697,903,IlveATNMvYdXQjCxtSiI
781,6,2130,1,277,etdDTGCjdKnxxEsXviNM
643,90,1125,61,170,mqqDLJQcBySsjFiTTByY
107,83,1525,47,132,ArTHWixLkULhuZTIYtHQ
2768,459,2986,7,648,YPFXbTMNYqfnysHIsnHd
1134,217,1760,141,249,ApzhhcZFzqdbBYHTyKYp
1278,45,1782,30,208,yljNXApaqwbhlBmetXAp
75,79,83,0,248,uGDgKIKSqrJEnkCJjNZT
1339,298,2006,182,528,cDQszNpgjQQnmoIHhdvK
660,531,687,73,786,xjkjotRysVOuaHuDhEVZ
391,635,2277,553,714,iPedidwtxNmLVaIgxlBQ
1691,158,2616,61,547,mexFbeHJrFhggKDvTsUJ
22,361,27,311,691,ZfshRmSFqjLnlCfFtfci
475,85,1097,62,927,pkmKWrpTDWSHsFjjYMCZ
2232,326,2599,267,388,TIPOvHVFTSSGQPBxhqHv
1638,65,1686,38,211,QGczphWyEWfuHFPhbHMu
671,404,953,371,522,dpulwVdbgqGGgqBTqPjo
335,477,517,431,497,ZovwdziMxuVGLSQanKVf
1301,277,1323,235,824,WJGUOdVezFMPzPTEXqzW
1021,305,1629,287,584,qjKQCvtgWqoBocrplZwj
19,42,2137,4,64,vRizySKZOtIYCsQHwmii
477,164,1708,100,819,UxmTKrrAwlZsFJvEpEMm
797,127,1019,116,227,EhwEkgVzjGOQFoCvQdbl
644,255,1185,252,346,bzfbGNUgHmYHqbyroqRS
475,5,1971,0,762,YBbSFYSoEjULPlgwZwCN
212,682,591,36,777,OYisDrlBzHrFTCSXImvA
534,106,702,3,377,VMTuwTEjTaSulfmfwxoV
251,21,2926,16,270,hnWRlUAJkAvuhnkbQcwL
970,448,1138,432,479,HeZPYWPMLWRKZgGnOUxr
82,487,2395,353,753,gMhxmyqjgeLhVNrWmenE
265,670,610,18,837,SJBpmhcNpmJTDIZKZnjg
245,615,521,601,994,XEiGvxKFKqkOnqxEEicr
776,74,1230,66,89,xSDsaedEFmZqACHwkMPZ
586,235,2243,29,621,KeJXvvIVpujEklVxDzPa
1746,28,2794,17,706,EyOaOsXjgMghHZHGMiiS
2255,167,2502,53,350,qoJoOtQBmGzIOeRKLFRh
146,212,244,167,223,oBjraSNKMMxFeXodTWiw
1458,97,1878,92,114,zRsRQtIwOJjtwrXsHrag
61,740,181,135,758,NCCaXezwXJuhWDDkWwrt
20,818,93,154,921,PetcLUtroonyWINavajY
971,12,2746,7,90,TyhArZTnEVWvkUCVnRfo
1764,7,2242,4,204,VYAnqQMnqCtRFAcRwXqE
1571,588,2761,318,764,rdLEsvJSCZwzCIgrvwfz
287,140,2273,13,193,uCgMYTkYNTLpaAYgphpY
241,109,357,92,632,eafqiliAxFFbnNQrAhbX
772,459,1547,38,565,ckjyhMkACmqREAUgsPfb
1356,119,2292,43,301,sEJLvKZuDkXEAXKztYQe
204,47,275,35,94,tQLbKwcrcgEdYqmgMqAI
167,488,1082,136,932,VotrUnRbWbEDeNaMhyrt
713,652,1715,465,672,TFFzpCoBhwGgHzNxxEVh
1429,536,2778,268,639,NkzATbCgsaxBOeeqjlmj
824,187,1658,141,219,iFYdlYICOXDSrIfouqVe
160,5,1076,3,796,suYUHhfemyxdePBOJoZz
51,11,2537,8,495,wFEAdNAmBuFmrgtcozcT
790,276,2092,73,390,urkUCXePaDOadTSGNOPH
1197,402,1685,362,662,DqKoQzTLudlOWaSRQxst
38,574,240,167,877,NysIxWyyLivuXBUApsOk
104,600,151,495,684,MkGzdxNtFVxIyMOMJWoa
30,6,99,0,56,KVipDQMDOKkzdnZTXIeX
662,92,1837,21,119,cFivudnRyTyMxvzJswGW
651,201,1425,16,368,PnBczhrcwMfhbsgyoXWE
1385,663,1667,27,672,vLsyecDVFwzLBBdZVHdF
420,3,469,1,26,CcruskLPtivduQRMfpJU
733,272,1176,142,869,wqWJDeKwSuCLuXzgZmcA
2182,274,2918,209,639,ARJYhmFDqPfOlhHdsndx
380,736,1323,680,807,oWmBFiuYOmzHvWJtrwoh
148,232,153,152,274,vimdqihwRJshECZZZGun
769,19,979,15,436,XIEUqtduGTuPdZjkEPgJ
38,446,192,168,696,BTTgdwblGrgrlcgwGiCx
609,489,2972,278,674,LudaqeDdpUtySAJmuYWS
484,30,692,13,407,HZLysPgyFxtCZSPiDhZS
1757,18,2153,17,140,YJfaUAynDRiQfgpKoMce
614,128,747,91,224,OrQkHkWNAFRXaPBQxGZf
541,521,997,140,541,XfBZslJjuDeujaOcSvuh
1472,356,1989,50,753,TvCqOsDtAdDILQNhAYcV
37,154,328,19,220,vMMPhzAnXQErrQInozKh
122,637,2564,383,821,waoWPTNLsfBSCgwsWSPF
33,259,277,37,333,jQOMSqVtIqUsiQtqarzz
110,191,345,96,465,CtHKwooerWbnudyaBZCl
34,237,2304,143,270,xzQfdyVlQBSLPEAVOVyc
0,882,4,348,959,opPmfMXOLfhOEkKMUQII
188,617,909,274,848,iSRZHiTcfOpGGPXdAgPg
64,440,683,116,820,dwzeyxpMuApslSaKxssJ
1262,792,1330,149,807,bCcTvzBYEuHgQcALxuYs
936,276,1280,84,563,DSqGCpMrsrMXQUaeaLRP
581,214,1752,208,440,lxJTiQsFMrJcDFmJZlkb
293,78,1224,56,378,EXhCxbUygvmhsMjFdvMq
1045,55,1180,2,748,ASjDetSwrFKHngftZmvA
1196,157,2686,86,170,jYxuhaCiGOrOrqbJfDDA
623,12,959,4,965,rbTNsGTfnzgkccggwNtL
376,521,1448,383,988,rCjlcHUZTHOtmEeamYaE
295,113,1450,19,201,RBwDVBBBtkXfrdHKabjx
422,295,2992,185,848,LytHUCUeCOjZWOQWsAKA
311,554,474,306,714,AFkztOKJJfCAcOCIrKDV
1597,224,1906,42,452,yOIXoBUnMOKpHFRThuON
13,79,44,34,179,ycHVdmBsOOjmznvCQKAY
2717,129,2777,26,350,acoJbMkbJKJLBbAcHmpT
116,72,270,37,141,tQlAzEjMPvfCwsaPhjMJ
36,220,79,163,346,WlQkvrsNCYJvYyPsPDfH
82,257,2956,144,881,UhTFvwTmBktdxTnHHZHn
453,49,2399,27,182,ieunrjGUtgwexdePfuhq
422,315,1471,77,546,GloJPifzDwQtnbriKizO
5,292,1057,105,532,ZXQWfHJLvJIIeCANhlql
620,2,1444,0,14,PyGiygMhncFusbFfFVvv
585,359,950,275,944,zEccxQdrkayjezqKPmOV
106,591,1690,171,691,MxdkGtkDKMdKeiUtkzKp
1969,703,2442,342,787,VWvDfYLEfyOZWTjGXNiP
159,51,987,26,327,DXdRrWYgRihXtjsjMMZR
124,199,2472,88,274,OuqyFwQMErXswVTmTPDS
1313,11,1700,5,179,MJdzZHUnftpaeBTFeXfw
73,897,200,80,957,pIJXJyFhdwvhIIeyXRiN
602,284,733,246,668,IhPCOHrLQFwHeTFxsIzA
1294,192,2853,57,383,eKjyWsAovsVlnJPPaUAC
1032,65,1803,3,525,EJDVFtatprhpuaqSthyT
439,42,1038,4,59,UYgOOptHIvhQBvIVOXmd
295,12,959,5,215,HGktcUOZrWjOufgYTQPf
491,134,621,66,303,eWlylSquCrRQJcaLdgqO
844,17,1444,15,48,nLPwjPzrIfydvWPhqybo
59,515,2614,302,967,vZuPgfcFVWbORtoUjGnR
946,355,1728,19,561,jRDHNRhjrxWmYBUqOkwd
457,1,543,0,260,lNwrOhJsRULLGfKwaRBZ
8,83,22,24,971,fCLzgIWmCSRGhjJaAkNa
1675,218,2416,150,789,VJYxVoOzGPxYSxLAbVSt
1632,133,1916,2,158,yJoYPjOkhYitLkwJaQUO
293,337,799,286,663,BZuVVSEpqbldIyJYglwW
1343,76,1897,75,568,cMWEepmKbXfROiiDdBdt
370,28,695,15,287,fiZCFZikZjJzGbkANGsh
1100,226,2055,174,241,GJeommbViVEhIrMwckvM
132,58,1120,18,87,KgJeDgOaldWdPZdALuJJ
2518,29,2766,3,83,YXexelvQxgjgQinlccsW
32,616,397,150,652,yanqPgBpWhZloLhPKMxG
1058,341,1296,140,367,JtiCbdIrugCJjSZmhHox
408,414,1169,117,858,EiunVCiTpUCIYghSBDdj
445,88,885,81,531,zvoBtzQugSEigDgTSXkq
1098,2,1113,1,759,lhLPoAipKrXWvIaEXWch
1231,472,1515,203,518,XaeomdAdzsfmcekgDlUe
230,387,580,350,729,lOsdcLPImOkQWDAjVmBp
1039,360,1728,327,376,sXpntLSQnkImGQtjPEMk
131,538,361,298,648,BYzgBgRImnuhceMrOEhA
4,20,74,4,27,HhxvVBMpiuUgTdITvTzA
467,5,1538,4,6,aPvSoCsJdMxsJADADVIC
300,308,2126,140,925,VfiwQTwavwrGJOWTsxaH
1184,169,2592,167,387,WUNyBRHyGuiqPgJgAeUV
618,26,731,25,60,BhpJpSZCLHlEnoJhpSzq
207,697,303,97,853,oMIXxwmfQKCwbzOUUyUB
2152,78,2958,29,969,BhPbqBvDjiaxemYDIdlU
1721,27,2144,16,315,AHUKBtWNhhpvmDPgfNDC
212,43,1516,17,387,OKtLSXDrpnaFAYGKQtbX
2376,66,2853,60,133,WNBwtOoqftMsVYKAaQJf
430,155,1894,137,157,PrlCJoCDULfdSpahVBid
1622,155,2129,96,259,uHIQmPJXqDWGTJdGHppK
1418,431,1609,425,975,tClLTujoOclXqlZkJWKZ
210,33,806,32,179,utjyOWLHNdhgLqGkENEO
425,178,1997,20,895,egdtlIdauUwASqryZtTb
15,777,1946,598,855,wuTXfEaVyuzrJfsUDomK
1083,17,1663,0,19,GlCAETPJrvdnnBuTjYBS
1634,380,1699,131,648,KvtcertvAOKMVxEATLYG
2470,718,2899,683,986,mfpgjWbISUjEUourVuzo
827,107,1083,64,138,hpXsxAEHokPzttntkOhj
534,142,1806,138,328,WzyfiazcqLwwkOAnvClE
265,93,811,42,156,sqGWscGamKSwiollDhVR
604,293,816,259,669,IaprIPhSAHyTqUbzjvtx
1192,276,1901,88,297,edkyhMLvcPKJHImlNJrt
579,754,749,362,936,vbYcyuYYboQeiFaygPMr
355,180,2701,149,234,iuwyIpEbyneoVujkNJFf
1387,23,2867,7,93,PulYSgwdCSybGCryoOmK
363,706,614,663,976,BPaWVovTGuNCKhMiaZyl
562,340,854,259,722,NFjRxaJddfEGhfcmMwXz
130,522,161,163,975,AzhbNuvOCdkhgRTOAzxh
1280,57,1512,54,451,rZOVcxGOyrEmcwwvbLhK
88,478,489,395,617,IiGuNqVFHCtQQQHdTyWe
444,555,1184,147,567,McTCYrghgZZufqDIaMaT
1344,659,2773,253,808,RPdVSYtxYWuEOXEOaFhp
400,3,1252,2,24,gUgycITJCiFTqVkfMdAr
241,382,1940,187,888,aLzXtejLTAnRVzQFleyp
176,230,1672,165,705,MJqojADlttkJpBflgjGv
1230,36,1883,34,251,wbJRdwHAolzeISAZuQGC
189,50,428,3,112,SJPYXTDDKPFigOFftFAO
221,205,1153,190,917,lUaidzVagYfEMNFvSqUq
186,436,1300,238,655,blEEmTyUMUHXDlIrMZDH
355,90,672,40,898,ImKJYSjEVzVjHnuDchLC
727,23,1016,17,61,aHnouylxtMMxYtYOofNH
563,101,573,95,900,PxyYNQSNwaNKlepILqBl
258,73,404,65,89,QXGqmlZiNsEHPMCBeFeX
685,178,1152,122,289,rOBIRpoelfPQVAIhpToc
1722,299,2513,1,761,sJhtzhwRHXpUUmjkxHoL
565,270,997,226,981,SsgdHWwJbvUCCkeVTCgd
1482,105,1611,97,581,kEqTCMTeLxZLHnCctwaP
668,110,1561,91,141,hZdVALqxGCYqFhesHhFH
951,391,1245,149,511,tummgaAhIBAlgNQZDDKJ
261,694,2309,282,830,CyVGtaNfKgLBQUGWagvJ
1502,34,2823,0,85,hbIZaYHOXcPdpHaqrxsH
273,110,1597,86,595,wLSdQkTsmPKfTNdQOEse
1312,8,2064,2,281,uKunjDSLXnyLIQzHakBU
22,320,240,93,676,oVjHUpXXwJpHBLdEKIYo
567,507,2247,291,958,jKsuUoGOvvSrkEsfhKJv
751,422,887,172,663,VqUMXnZNafdvoQiqYIlb
453,170,917,18,915,HjmdacWEJVxShOsVZKWr
165,667,2004,532,777,ykTvHRetqRyjdeNspLhC
506,71,1458,57,614,GOCSqgGpJlhTAlEjyBKB
1565,350,2995,27,763,nbngakvJRaKGxaWGUfot
780,5,2621,0,862,NUdezAVkTaDgmvrIJWRL
729,53,2852,38,225,HKzIkJrTCveURJoWFuLD
1616,496,2656,70,796,uUPuVpOPGFwUfIuxABiW
288,314,505,239,647,IDWlSFJhCKqNJzInWKBy
100,691,509,88,946,CyJtrazEdKHEVDsaQrvP
175,328,2975,167,425,SlfbVHlbkPBjbsaPnLKn
238,598,461,403,669,dJkuJOpYGPATsFZuVtBh
283,66,362,48,334,hcjotnEPTIKrbxdhIhMY
870,21,1335,17,228,OjaFGMsLTGLvrOvdrivK
612,138,2744,63,263,NiMGaHranRHPTlRJiCoG
383,135,441,48,868,ltZuCLcwgpOJjJUpPFMI
515,401,1800,73,627,BkLyKFkUbCyfwgGgYFxM
681,205,2558,11,315,GbgSmHIIdThMjBxFphEF
62,336,144,303,555,jPKEhbdfFdRVxHexAPPp
2445,396,2915,34,596,yWTlzzHVlhLOmTAiakzq
393,679,1730,490,687,FjbFeDIABJBIadPJyKIn
592,256,1287,114,872,omVtdBVVKtBWoGmuQFhb
2121,198,2797,178,271,fPLbHBVTFlDMHCxsByiM
2034,101,2733,54,415,acmhMqqSgYtsIzJEUuFd
29,14,55,10,562,cskMBAJaDPjAeNIqkfwf
282,741,2009,461,921,AnwBAlYKGVNBMLrYCKNn
1786,2,2543,0,18,NRonZCwESpMHXGgBWxif
150,502,1805,5,584,ubFvGcInRpYLHkNoLlov
1944,394,2809,239,492,rLGnoXvwLOvIXoaQwmiu
380,22,2780,9,310,WdxURvJHVMASoFzrymoM
1710,283,2879,5,532,NSkrRzdByrnCwtMOxuww
70,291,149,267,330,EZSTWZvxPygLuRbvyZfp
356,60,2076,27,67,FYEbNtxGWacpQdwzsMca
1446,10,2212,3,325,hCgeAAtNBxCObMsqlTWg
265,346,2570,165,575,SAgORyoXHjmIeKkdOafK
54,610,229,386,923,DuEisFJRwULyiJdgjZNy
26,140,321,123,547,tksnilQwrOuAwljEFyrF
876,33,2531,24,421,PHCcspTwFWRADFyFgfNl
968,1,1776,0,949,CJWySjvsuQxGFkYjuUiQ
374,204,650,20,216,EfCihcnKijiYfmOkYqGA
723,205,2154,22,256,UbRdyFoxvSxsOZEFgAHo
1651,24,2963,23,579,eqJFFoARNumTbGKSVsaG
215,4,2494,3,127,rrkkZjlTNAZOmeljSUYS
805,379,911,98,623,vlUVOOxTWYJstgoouCOr
1214,717,1328,98,844,IfsfAoPvuvDAVqKhhVYU
1633,190,2371,65,374,kcVoBWzHdrLPlWbmNeDx
992,165,1353,137,183,CKHvZeamzIDVJDPUWqYN
1136,303,1300,120,785,tZcTPsDEEkVXJISHCjKs
436,609,2988,180,980,FykWESMHJwUtdqxerKOI
57,7,504,5,202,esWaaAOsMAulJaECbDwn
1677,274,2527,242,578,nIjAIFsqZpISufVwLWgo
656,371,944,131,434,QAlaCUcNZKLbcnwOBIaz
115,6,182,4,30,AiWsTHMaMjbRnMAEUGVM
252,799,621,150,938,UMkoJYZtfsoywpuwPLim
294,182,1813,158,407,jMzPcVNrfOZoyUlqPeRE
2394,326,2514,135,852,TgHcHsHlLVkDpiiEUjbM
610,479,802,426,810,ElmsDETdLxxRMVOShSue
1241,161,2731,80,219,SIedtRdVynRrckdNhLRP
390,196,881,78,425,WUfICnYhrfEYWoKmbchy
194,155,934,104,209,uxAqRUjKAFzLGogamxLb
2379,107,2809,52,655,iVKjpWjMGiiaKKIjBIKQ
1183,276,2441,85,528,BSlQEokIMFReCIkItbiv
522,568,686,86,885,HRLYAxLvyBYLQBkKodrb
288,43,356,0,288,tShHVIkFBMbwnMQCflxh
524,952,1746,223,979,SANQvGfcLhtITNbJGWLQ
410,85,562,1,402,yGcxVHVMcohEkFWYFEVY
242,9,669,1,17,QmXXeBcFeZjmPwadzTuI
1910,53,2278,21,75,LRVKcplDaFWxnIDQSVpn
963,434,2630,69,446,HlctYsxtaOtspykPSDwU
665,94,2335,49,101,qUdqEbgupTXXkEZkvQwv
70,565,479,196,669,MXmiBRnmpUGyTQgkxrpm
633,102,1923,57,193,eRXlbZlyLFVBFzXTBIoj
147,501,1806,238,636,NgHspUtAtqDBvEverwlu
245,312,316,172,665,UmfQupHljsrfKcnSvVXG
970,669,1309,217,862,ZMWrOWhPKqZAGwuIjJKV
2031,361,2726,80,719,GvAxfhzdbfXqxUADzmMF
216,376,365,293,378,QOPNsGkrkrERFiXmWoQv
990,25,2032,7,77,COWXxmBgnvOtONcwDsEU
911,41,2399,13,873,yDQtnnrmaODWueakBZoV
1029,268,1237,193,637,IrPjHbhwUQuuhFttANBj
156,166,202,118,327,AylTTfUCOBfBnWDwcOxh
515,331,701,57,863,ErUgmEwgIbrBDcDIHjar
395,188,1846,111,412,iKYHXYrMcDDgBZqIfeyB
73,209,2970,66,401,ysfTMJuAyiQnrNWSEDcX
1142,119,1269,82,380,jWVLBlQKyXKrcIpEAhof
478,55,749,7,952,WAzbzJwdIQSKOZAVFkqc
277,157,2044,150,630,gRXEkoLkujtLNpVIAZJk
321,199,2226,169,931,ASqlZWPGwpkayUqJicLH
15,421,17,263,690,ESHMlvxCKbLaLCeUbASY
395,193,1711,154,692,zqInMsVuxphctTllKuFC
39,538,76,132,928,tlSQTjfiZYtGmMrBEGvh
380,18,505,2,786,EngKNIdgiOiNzEqmbeao
376,727,939,258,899,KsWcrwrfcgHJhFAKiUft
763,673,1350,106,939,YESGFwsIqCSPBqjlWMeA
1619,33,2185,17,38,pvuZrQTBMFCFXjfkEfJM
285,101,312,36,626,SBPPbFziIStcfqeShpPW
1878,212,2014,94,681,ksExFgVVqOPNCYlBjNtA
1008,635,2470,205,825,xcfuFfgmecQXtBFCleml
1986,44,2579,37,799,rREMlAspPaNVBQvhAWwl
381,389,417,124,547,ZJmBmgimVOYdGNGEqNMD
1744,75,2174,32,413,ajnzUGsBDvEXRXLklzyI
172,296,395,102,569,FnricANHwQWFCNkwGeqN
310,424,318,140,938,XZJnMcKfzrhsuzQglaRT
182,209,353,164,286,mQsOdtUzPRKKftlvMmSA
798,69,1081,22,405,oZtwOivGkOwVLtpVmvZW
251,539,2910,429,583,ZgHmkfxQOrQUNUsaYOTd
133,741,2065,61,768,mzltiChVyQoeLHvxBKtc
251,107,828,1,930,PpWDSUYeSUBusBTgFopt
1520,100,2437,78,877,siOuuMNWcnHMQELaWsCw
259,6,990,1,7,oTVGniqYPCbeHHxOeYAB
1273,5,2146,4,625,BsYdcOWVJzdtIryrduul
525,448,2504,349,976,bXZLsIGSVTHWzgGhdRzN
639,21,1321,13,134,IBcoEEdVTUrhDdgHHrfL
283,264,707,225,642,MqlnKtNGmkYepkPGvxrg
1290,225,2427,2,248,MCRPTskSIOgzsKrIFXcm
778,972,1319,905,996,ZOhjAVDuJSNzDwduvJsD
74,437,873,376,468,GvraFNrRTmzYZiiANGnD
541,28,1754,0,318,LSqocXQVyDeUaEkVPiou
226,320,563,183,394,AihGPFtOICCPoCfSqWGA
2715,588,2810,385,896,bfKVeZuMLwXXlJECBYKn
1653,148,1797,83,222,IVJscehCzzgQOGwRknXq
31,357,32,164,428,qVibgYkiWEIvPzESPcIu
65,45,2699,35,954,CoQYxiZVCWTpAOqEnAwS
510,144,632,63,195,RvxVlsjSzDSehiyUoLoq
2329,15,2896,8,45,BoJKsAsLYHKeSastOqVi
19,32,1108,10,191,FiosJcQZDhCrCCwaiLva
1842,336,2679,214,473,olwlZplhUZzrBQKoPfuL
422,188,647,96,567,AFlglPhmKhTvUduaGFHu
389,419,1315,163,815,ZTRUGcyfXAjNruXuhRwQ
141,75,2026,25,361,vzeufnnVEknHVvqqjdvE
1535,220,2013,37,587,zTWozaucimRCNkwbftZn
793,665,2001,580,687,FnQBJjGpuarqtbBYeTzF
1467,601,2284,493,617,xDNSPPqtuuqJjZZllKUr
2442,157,2919,48,977,gyehoJjfLTFWlniaqoFf
395,177,742,136,199,mCoExuZhPHmIlKoVmDFI
292,283,2606,6,866,IHkcpXpFsNjnXCIbbkrW
547,86,1223,13,213,wdJBSyeLzrFjywDynEWT
1289,74,1918,8,165,OxdXQUWJaCMgSbEdHXxd
1802,370,2492,159,377,SPtWNVTusymHEDZBrbbn
1042,31,1152,17,339,SIHLeeVCIKHdilxfLSve
36,38,63,11,179,wTTcHvOLqsFZCOEQfRNE
616,196,2557,171,197,DEKzNmtECDnGuxqwSqCS
528,264,937,83,977,CPazmdLklDVizBPlqpCs
168,192,760,147,284,gbKxdAfWTjYqaQiDxcMO
615,60,1122,21,165,HHATEwPBLmxdTOIDNsgE
506,923,779,860,947,RTpDWaNZxeAeMdHQxuEg
1263,185,1483,96,538,RzHouDPBaazMePXnGCtU
261,10,607,5,161,jEwnLkQFisrdSPUOOxXo
359,592,651,284,966,EZACjZETGvTZjGABnvUG
204,492,2978,416,924,awGZQIvFEGFqinXkNRjH
1959,254,2211,35,830,uMPMOgmFScEvSGgvEEvp
272,46,1396,24,107,sIfmCUzjoXjQKfHqrxkU
100,51,2794,45,86,CDbMDLDAhNTRYkfwtIln
1155,262,1780,190,819,OEUpMUFHyMEUVuTNJwBA
2281,767,2313,457,849,pdHntUWbJHnJUbRsQrwT
612,49,1278,37,76,tVtGFkqhUiicFPkzZRNb
341,36,688,19,701,eEGyMtgBgFOeQtDSosYa
87,94,1368,32,682,EjtEKYIZwHjBMZNxRWTy
1180,809,2920,114,931,WXKKKUqGdQVglznkXMAi
628,88,1941,4,226,paOwrjDIOcthjlGbdsCB
238,2,385,1,211,daShcpHAwOoBMFRcEZnE
884,399,2644,313,918,DFftVIXCSXqrQxhiCgBh
144,566,157,150,631,TFcabGkyAVtUJqgcszZZ
70,79,481,60,581,vMEPhgwRkzbZZQQxQtud
412,69,1591,1,421,HcZWTMOsWuMkUeCqhNiP
698,661,1620,234,759,hvhYBsaCUKSXUKZnLVhO
6,451,7,194,523,MXrvjkQiTxCVljRbLrKG
1018,373,1554,345,501,DxgIPXdvnocZYSoIDYMb
1157,26,2287,22,384,JGKvZotiqClejoOjwlZc
283,277,309,162,436,vhaSdAhenDkyIcSSUlCg
327,102,899,30,447,XwFBpTZFUzRMcKkYLWQo
1718,377,2506,315,893,xDEXFFqKcAzvBSGEqoBz
551,355,760,122,414,kFMNBAIPsVxQtnADUDgQ
26,376,153,367,885,YMetpeagpAcVsqkrAPVw
1403,232,2537,152,943,sqNtOmzeiTZGHXhJFkvK
341,92,1673,7,279,jIssFgpghFGqHNweatkJ
810,20,1221,17,41,RZftTrxQpmzEoHMKyEZY
188,449,2228,345,958,trOPBuiCqWmYIOCgjvhY
1542,98,2774,86,464,cYDjzQhkJJtDpydjTXAd
47,2,184,0,353,AVJceFaJNpnrGeHkIkQZ
207,110,345,82,848,CWXpWnbnuVgHYgaWUIZA
1803,647,2417,367,664,YumafvEIHCejjWxTpgxL
2549,181,2712,130,217,JAtJsiHBHsitBLiwXUpl
17,105,18,97,847,kZRpEOcCKoQQpOMLbYvT
1353,66,2954,28,369,COxcYNDKckCeYjhlPwqp
288,430,1673,365,829,FcthneGJgaRWPVpDbVuy
532,363,739,301,897,biaDJSuVArNGdsndFTZR
328,90,2508,82,204,SFNAtQTBmVWmXzxQAXgc
2433,4,2653,1,12,exmLDGzJclElQytvccUB
246,338,2309,334,762,vyxRirZjerIvBAqLUKRj
57,179,110,112,251,CJrPnXOSKbZbwgvSQQeT
1667,197,2656,95,354,kRSaCHDNvKxlkVJeDWaM
2096,239,2998,136,343,JlrHbIEgvlaOoDSKLYYs
2610,313,2994,250,536,njGFoCcebsNkwcjyAKpj
1281,164,2674,114,191,bpuqhQrVGtfDBeDosOPO
246,282,1410,60,331,jSUaGOLrOYJfNZklHQLi
619,11,686,0,533,FHmApplZAFZpVZbMfPdV
472,223,1002,204,350,ZjHfRyYRCmEMTmtqJqkN
1882,606,1894,434,856,qkpVOaWjnvDRMOobDtTn
558,127,869,40,359,rULHtXsjmuggKMVlpyAi
791,146,1441,71,538,ygtYlOKhNIXcsxWpcuNc
1032,213,2154,158,404,qQVyhAwZVgsxBubUMgtF
49,253,195,209,279,cHZUnKXGRovuYCcaOMWU
14,232,2896,155,404,xgByOCgzvBLxkRGxniTd
258,58,2442,12,700,djXrXhRIGfHyEJfKpWlY
1746,389,2377,353,807,TDquxzXyUknOApyTHpqg
74,386,2060,321,682,UdAlzxQgHCminSmeHtZH
92,217,628,123,310,djgRpfoINjtPyWDAhhoY
2899,421,2961,21,640,CrFZHtIUMLFlRvtJXFpr
665,404,863,194,482,HUgbbzeYkOfalmjOmFei
35,167,467,153,909,OQOjCHrZBwGfcJKMxvVv
284,370,1066,248,780,EHYPhUPJDyUJeXQYFUOb
312,190,452,142,223,NLsHvImfUNhkHEuWUjgy
565,40,1433,37,65,grComZhetZuhRdlbZCjv
526,107,1820,94,194,fVQSorbdrhGxbMBSdTRt
379,40,447,23,130,LaAvztflqYBIqKfwEJfj
779,206,1786,34,496,vgEyzsNaSuSwmSEurxPR
69,6,224,1,9,gXbZmBajFxcOnmxwkCDM
2128,34,2953,9,242,aQURiHCxZxhEXWLAcHHH
687,345,1115,118,545,OnixhJZpYeYSIezddCjc
759,608,2521,410,704,ENqMlLzGGCelRoiKNmTd
1399,314,1674,273,783,NtqrAMlIUsuvuxPcJDoX
846,4,877,2,30,PRdDseYNThdCTLdSahoX
500,768,1729,678,921,CwTjCnexVATqmcSVByMo
300,33,593,23,96,kDTetsZJfzkJMHSPiWES
1513,294,1804,120,418,QzkHDUHXOFnvLXNjpWjS
1596,525,1688,133,601,OsNxdWQkBjRWDgLvFBFS
54,90,1609,47,217,GgJFRmqwFNklmdpOTLrJ
44,57,683,7,299,iPNbPjujdoRANQoYfvVb
1470,886,1497,744,986,KCblDwuPSYKBlJHpTkIe
2057,224,2598,183,632,seCDbkfQSnGvOuIqwhUE
344,162,941,82,579,ZOZoHXrnwScuTBOFgpZb
1929,13,2003,6,20,yURzucbhciiKSMNimjQB
1270,630,1470,296,921,UytNlyQeQTrSWTogsDob
1201,89,1670,35,147,QmpmiComGXeIAICwqcDC
425,292,1236,238,351,YCSNqABnssNzNzSUVDNh
956,519,1244,16,522,OLhBhcpcjODTBYuhIWzY
1248,119,1332,52,314,urYBfodFejathVkUSmWa
68,69,450,68,203,kXqnBoniLLlMAUCaCIuk
226,118,272,110,493,HgHLMpDYcobAfGGEFMvZ
1651,184,2378,163,843,DagrMFVGlRxtUBySfqmF
636,901,2735,232,919,gIlIdGCijSWVJenIpMUQ
413,179,2974,89,291,ZmcyXCgbsEHltHxfYQuq
145,190,2079,149,217,EnDMqhLNUUsvOWrEVwgY
1762,530,1849,134,722,ZVILSAuZUUvNsAklPOlh
1817,29,2342,18,676,gvGSXygfgqQjcWcJaSoI
600,198,1271,53,262,qTMHxcbUNuoMOKnsLLcV
239,227,347,8,395,OVnUhcVlqhCUdaEGSdcl
1920,327,2799,165,883,knaneAHUkmBggVTLaWQQ
2,156,113,80,534,lOLxsFBSkFIBeamcDbKJ
1342,9,2167,6,765,EARzVdpENQAnmMCNjgiu
