user_name,cmv_comments,cmv_subs_commented_on
399,627,dRlNVQcGJotQPOGRoZeq
169,245,DkeigLTcqDCeMBvgudFv
610,810,JWZBPBCUfoGJkKzgbnwy
41,758,QWxodxIkZDylDUuANKBU
75,297,FVtrQtrlrwYKHgwTOkXY
289,743,KFUOLTmfZIkWHeyGWxms
74,448,dmhsLcnqcyKAVSzlhXvV
7,579,JkYXBUjsZGaaIujyKxqy
147,443,FpJguPMhtCfUPOdcRMCL
435,606,rbQUDJlMicDttvEfJjpu
3,76,PvUZwFRcQPykCZZQOHAJ
241,975,SmkHQagsygNbQPsTnkxv
564,673,FEWimaMmQLXpdxKSBVdp
265,514,xlIUFuTnmVNJZRbcBcWk
199,205,fNTMEyvVJlqgoHonkSNE
302,723,DQabrYilWFAqMUyPxqWS
400,895,rQitmlKKKnuTWlFcMvDu
34,862,vhAkveIwmVNejkJMcrvo
23,168,QrzzxHhcNfZPFmZVaTjY
32,67,FswyDujtFoawgcWzKgcL
146,409,IUnfZysDOgFAgJWfWEhv
94,333,pVxxWAmsDHVJQNvDyvZB
94,233,KKIjfWYzvtvqcpiSKKDW
81,326,JXjdEWLIwxKvNZEBlYHM
123,576,pYjlopmopwhNKRPSCvHl
28,162,UFLykBpqOUGwZfHZldgV
255,769,PxRZvQluaQhYTvJoEOMg
587,982,EsZCONvxrJkIbRDEEyUx
339,978,cOovZMIAnrsAuxMqZcUk
31,456,ISsdbTaVvqlvVRFNTtJb
13,643,xyTfknAkCvMNkKDDrhwT
6,111,cvvyTxafvSgevVmpZjGH
348,829,pwAYNIMHQfPthbnUQeUF
345,583,RuXgWFxteeAixdqHnuHN
323,677,oSHMQQWxFmqcNBPszRgQ
252,584,IJzICZLRDKbEkMGYEyTD
53,396,aSRdZYIWmuDaFnXzJLCf
455,693,xhmPlIKLZxNgnIrZYqkl
461,622,CBHHsvKIboVcTyRImafU
237,262,umucqYFEtIFLqYhyqlQq
86,837,jEcNXKMSphRtKNWeUQBx
173,762,rUpUgOUpXbQqihKxfuHV
522,736,rzSGYfCaGExbnNHRhNga
225,264,hEUaYkkndZSPtvoGARxM
338,812,SPdzRvFTHzcfBTgxwNgx
303,726,vKVmLUAIQWRkcKWmuxGC
398,677,VvIPmtxYIQZyHVVlfGco
55,333,DsVhiJDYZOYfaQSEoEsi
92,389,FXOTYAICNDYZNxeWDDCf
281,322,CUvGcPTWkrMuWqLsDHFn
245,837,gOZEZFgjcPelZRnjsKhB
38,222,RBwAdnwwRwjXVJxNibJv
199,266,HLPloGCHYHkpwgXcadfA
261,907,omzFGwuyggSBSOlBqNJC
17,941,nezgkmgCcUGcqWVEDqQh
211,390,uNoaGULVuLlmYrMQLLOK
211,341,ZjCNpYepfuTIlZEZuUTH
110,696,hSyDwcpClwshZYcvKBPr
221,964,LZlABMwPJfuzGdpxLuCD
617,658,EknJWAnSAIeQGEZYnQta
3,530,ATzIYKLLmJDwYhiHCkIP
126,181,DNroQlGUvcrgHVuyGXvY
76,767,rxGRkLUOKorLWVCPLtAK
635,770,lNInroDeKfqmNgeMnvYc
224,386,WMPXlDaiqxqmXcCQLGfa
854,974,GfiorkUSLXpXzDuwlDXC
82,168,uvCzBbtFodOHvsAfDkIe
400,789,lhzbDKFMaretQtLzgqnl
852,927,rDEEcDbpNbTfomoNMtvp
592,802,tsgSnNunrxOhHuVQRRTp
164,925,LjdoECqPYnmskEMmKnQR
410,737,GECarDCFfMXDlbEbFcci
626,802,ZINebEJyRQWEiiUnFeMj
38,352,dbGIQHfZMrJzSacgbtRX
673,996,YMEOeSJeEncvMHboHRep
149,579,AHuQirYuzENIUFMgjIlF
755,955,tVATTcYOFJSCbrmIlIKD
472,592,sWxfmdTGPQrgbHPGrndF
51,124,SZxMVlJMENQazvqBMEUH
91,385,pVhNUvpOlEyYDRUrFKZt
143,208,yPfOVZuFDvJTjCxPvZet
159,389,lHgwTLtavTMRLnxTqPDx
95,789,rModHGKStVSzccfqudtj
155,157,zyGBPbMzTZSSGZPycKQY
105,619,KmCKdvMkCnZoUEgbWrta
93,696,EwyPKVAmZlmDAEHCjIcD
138,333,yosQlmLUYEuUNRlueIrd
468,944,TwmqMlLSBDtvBmSkLmOn
303,705,XSmUSBpYwombciAnkXJL
72,792,yNXQljOVxQaoNRKbdGSj
152,379,fNcZiGekUhYivObgIEPP
630,916,wKWglcWxrHcvzXtNMZIj
596,608,gfNXTertyarJveOQRqYo
346,445,YtvcFFwcyCXCAlgGpQVE
182,200,SynAXFNyqwkaCZkCMMgd
3,400,QeogorOifBAXLLmeEMAc
480,519,RYGrMQlfXiFbVLrZhYMg
641,853,xRigMniiUyVNbnXfFHuU
170,893,jTYTqSpchDqVtwKIyncN
20,121,EHtbIdPDcorsMCSTzpIB
137,315,SHMYKBbhYzrGpgpscSam
85,151,fvPSyjYjxKuMnXlecdGw
58,185,ZSgvaVUrnEhrnxQGHwxx
360,972,jMHjnOPocyecKzMOSCvM
28,274,wwZDbLFXiFDrByOMXbEr
75,175,dyEEvoBUKwawhcmFGJzV
11,36,AfjhQyguESIhYsJgKLIi
824,932,AsyeOzKZSlBsfNGuvRZd
53,519,fNQcpOuktyKNmcOgDKqf
62,72,NQQwxCeCYfTwMfJPEFwI
259,837,NFwCKOehHkqkKGxxcjST
196,310,yXCXOGYbupIZtEiKGJwq
255,631,rtighTqEKmpmIEQSlqZN
140,147,SYRvdsisMVCtFmngFquH
218,453,gWqmQMxUVTBjecjzZyWW
398,783,gnFACNtbsMlyzBTHyVWy
6,171,YJaSPJiQSNQEDxZeiqZc
104,255,dzTeHBfhypZpzGTZyFuy
308,874,MmUjBRgIwKRlelESiAYk
93,249,ZYKRQXAYBsCvUmyXGKGx
200,308,hQYZZoZBlZSGdkLwEXFx
773,864,FBjBjoRDRHfEvsXlGvzY
74,130,edLgYrDQhKxynklnPiny
635,840,zEvbklRLfAiWUKatyZJM
169,281,RQzTggDdnEqyYErymPFi
385,537,BbaLdyZJdQWhICVGHBiC
630,909,plWDRscvhJEpwgBsXFmw
424,712,hZmOjJYrKCfxHRDKOJCi
282,338,eHhgjcJzfWMjFVoCIuMb
184,538,gpwIviejgBPEQDCOaNbm
315,341,pkLsYPEtnNeGJSCllbsl
537,598,HIyQmDaKBMgimIMXLmOy
34,97,JawyAOpBCphMkFvgemVO
213,226,lwuWumcdwmEpCoiMBfkB
61,980,XLlSCsjfDQCGTDcoQgbt
504,648,OuIyBTBwQztAWcncByvp
69,89,QxTPZgmCIUitWiqhMOyr
27,513,SnftRVQvdGbffodsRWfb
14,52,ZsGqlWstWMVMfIgCvVbL
44,80,WxhmlkBEcospVtTDFHQd
109,220,loacnhWoApAChEMaWMbJ
3,61,CEAcZPleZnpPLxjquhFx
0,854,eSbphePxXyUMRrDkTPwH
216,450,FsqlkHEAfTmolsWWPOhP
113,189,XXaVfTxRcIzTVNMsQluo
381,821,XDCdnVbdniijHGUotefO
182,907,MAkJhwlyescMjabeqPax
116,213,wbcnGiypLAdaPKZAvNxD
241,452,RPoDErFWTgXLnZJnPbZE
646,732,vihmMUkpInSVZAQUEUsM
79,535,DHfqUUETcwERxwRwHscs
51,468,kbOhtGBQNgAXMekTKdUU
107,694,snQADSVGIawPdHkctVHC
415,640,mWkJySuKPwbiYpocBUFI
21,207,VILnOAjHnwBFaoVcsnIY
3,247,NzCTcYSULJWqfkHQIjot
54,816,dOwZltOjiKAwDVwahAnz
190,201,yesEQTuFpftpIwsZiVLZ
68,158,uUJDTPVWdoVtvvInLNvH
747,866,NWjRvonkGzlDXXuAqOqd
78,615,rlTgMEyFLZsvTxmQTQGk
151,236,DIrMTFNSeuJTnMztdkXZ
473,547,gsSwPzChjdBmnikrJsfw
141,229,GzqXVBJbfzmRdxAZVUFt
69,70,LEinsTNDbiTaMMtJmHJy
11,529,sETtMSuKQOzqucLVsPJb
24,27,RVOaeHTAoDSrmBFxFsCk
288,666,qsjxhzFNKMNMNNdOCtya
18,852,NDJwOMQIpfodlPGIgBpr
594,619,UrCusTcVILrNAUUedlhM
631,712,LiHglFTytMmLwRxndsPv
47,351,OmtimSpvvBXIgoTAkHDR
104,216,DJRvMqRqEpzmLuwvPmJG
20,48,jVAmZYcsLDKeYLqpJieb
157,902,plpYkTMFQcqPSWEPCnaU
100,846,jMwIKsegtOhMjABhcMYb
540,912,zOLCrVSSKwjJWHogofxU
9,18,NQphghpuFBMrJydExmfI
248,272,yZSdpCZEFncRwAQOQZzR
668,766,qPepaxgXJgLmONTXJkGw
321,746,ZYpNXnULiokwYSjMxAnR
23,28,jhKZKogbBSQycsRKwQVp
196,472,LKfKZoWAjXdalmKAyuJc
11,302,QUzCMpHwomNBTromzcYK
262,483,vzRDvnkMDooTHybZNmiY
905,959,FKzCUHoLFEAdIWoTBGeS
221,460,bnSEsUSLhsNSnhzaaNtY
238,335,vWorgnAlZhVjbWZKGpXU
71,490,NIrntfCiwttRkplgstLA
163,394,oCiqjDIrDZkgHztSrpyE
122,245,qnfymxXBfyuFOEEjVBWV
221,329,qYbFixaSivkDJJafcdRj
372,581,LvduKnTqgCSTocArarPi
72,280,DfoFxVjSMLsbnnjGGgUA
5,210,FzzUTNfbCLtDmntmrSoR
281,759,JaIiaOqqLqsnEkjgLNfO
40,145,dnmeCahJflNVEWisRDiu
119,128,HWohmzqgzYinyFjzDHRw
86,249,NIfHxUaNbVLUdcWyNjoC
647,884,XhkQusHfATTEDftBINOh
410,756,ciRwQkzfHnXlmfeYGRNO
26,30,MFxYxFOHUFnWNfgNBEdu
30,576,CheHbLfrcVgCWpvLJvjS
355,995,YtoiTrNeKkTIPWtqfGiA
343,353,hnVLbKZumCSNypficKEj
583,749,FNrffmhrtxZYjtnLAZza
157,230,fYjxusbDpaRAoXaYFadn
46,157,DkHwQvqXDXpHDncCbIhL
289,982,ihMdbycgovkGSWtdaWXn
0,472,LfQHHjCnMWijkHvVBFHa
202,641,lwsFmkrFpbsxMhrkakrd
620,841,HmqgsAEpxWbmDZmyNvjj
94,135,qqvqsnoIVDgUKamWoQwj
27,95,nGCdJLlcPBdOTgqHeXJa
642,666,qTuRFTCgiYcNmEFkNcMu
320,389,JQaQkVodgFqNiSJOuLOR
163,222,JRAaaLWwQmQXYzITMNom
229,628,uXNtwCYZjhWWHdYHZPgc
641,701,nmfOAlzzNsrfcFuEnkVR
399,947,irgkYhiGNrQNFzaqDLPX
366,806,igyQEsAYIbDpUKuOJlHd
164,756,khJsLMUPgGTYFaQWBmmM
96,155,AIWtSJQExpFMUsCuvZVH
509,779,MJshjHYDlNqKIDbBuieM
326,734,yhNMiTrEdKzXfQVuGqzC
146,678,UEqevbcGUiYxmhVQIxnW
192,578,JSaCcbIhCgLiMiYTfmVi
164,342,NCUhKimoOmanUjOHEIXs
138,209,nCfiRSgpTRYwvCmvYRLy
180,667,OkIcANqhnupgKiGekHwK
344,723,DGTNraruEFYJCUqOjOBh
382,633,vDDdZmwgCGUkaFKmyJTN
82,185,ldndsuPYdPHnyJSftQcn
32,662,rXZZruQdRLNqitcvChWo
118,318,YadjWCOXPMNbYQeCWPra
265,488,WMiFXwwbVnoNRSFILIUe
510,595,QkAUMitjDKrutgCjxGUY
391,488,IhoBJzdpJcuXdTufVTZP
246,797,hNFJlhdFvSTLjbMdPdvW
28,84,eqQXqESDbzEJIjkNhMjl
39,349,vhKNExUHTHHMuCtrTBjx
763,941,pGYNrkjXciNLKkLnqlmv
107,349,CEGKIUlbhZiluIGkaXfx
90,807,BVLeEGngLDnRPimCFSAV
551,595,znPnwdoErOdCUVgIbrtw
85,120,kekMRGHINJngrkpEfeZe
358,423,YZWZuSKjXTQQRHyiAoBq
644,691,QDwLFngKjqtNPLNyjNQQ
220,382,SUshkaIDjzvurykAIdSb
1,20,TSTCwFxQSnCiKyjcbmHE
2,86,FeTgxCZZrHofbpJSpvJV
656,726,TEfjaOZfYUgBoDhQBMGT
192,685,fMUwsjUykYCnUAzxbwoY
211,716,jFTYWesFEItwsRRZOxgS
80,452,UnJBDeNAesLPBfpsVWua
4,6,YdsaxjPIIooBAMEkOCPm
358,928,SmKdvYyHShdCssuGfjLG
341,739,ULXotwndzNzpIreolbbB
311,497,OHEIEcRUBmErGYpiUXEw
161,489,SeohGhPIhKfyPJhMRljB
15,927,JlzIUVOpzACcswLxwIBS
649,801,liyHaRDnzVOtNCBtRTjz
27,656,wXpFHbRvqtfRecrNcqjV
205,298,vqIBPVcPIJIqcoXYBVTQ
214,326,FobclxgGfKthnaQfIMsw
180,845,vxNIMwUTDvAcrqksCPXq
1,3,rzWhNrldtZBZsmwDgnCy
360,641,cYbIWhZffsIDQKVySeub
729,738,HYYcaIsmGNMhJYeakUwN
151,392,MyDqEMWoTXhVXaPbmmwC
210,517,LmXgWUYPUbExCvzSzubz
132,299,arQOyUPjgsrblIuTRfaq
253,330,NAdZcQCAfhXZFMiZgvWj
33,254,ojAkCAWwkuuajcuoPNwb
292,326,TqsgPOBYRdWeZzuSHxIC
418,487,tLRKkTFAVPvbXsBANdAV
95,218,RbdpdXwRNnyHrBbNDgmt
580,872,aXCQIHCeXEWRZlfJhpAv
106,184,yDJOTUsOEBYsTXXIUMmU
433,780,lHwzMMGObyYePnqXmjYz
84,812,PYPcpovzXLuQmFjtcFvX
34,96,xbKpAAOFKSoHxArcXGpy
61,163,CPRqSIJNQfsWmatgpxnE
738,895,kuVyaVMEFKysXeGjKmhF
741,829,BHmuLtNmsljdJihbJshZ
150,160,rSyphiJSQDabgdrPlwof
61,140,NsxEjSfyWqeALdRXnTgq
250,728,PrvAgHKGZBXqaXvtqxOr
51,325,BDzBaHXQIEBeHxzOfSNf
123,621,mJYljsnmASDCFXIggMWI
105,503,PwySoLutOxbqXGblYyFy
298,777,eHqNyrXNqevGcLdTBTps
192,491,kvmSBejNgeEFLJUkIrKm
17,175,sFyLsFcWrKDENbvXzMOH
67,108,EyUydTAxgHogzvFDIUBP
518,621,QFnpMuLSueTosXawHhKJ
183,851,aNwhGPNaWMfxtAvGzuFt
708,986,gqyuUJLwOozkHNFgjgJZ
396,471,jZfNVUlmCTNwXnvNviCU
851,921,UAbDofpyVlcQHLtUzPqd
876,976,RLRObWDiyIFXnEGXDrcj
84,411,daArKVDOOlbDbUvIYCnM
447,542,YXMUQeFLwdSLCtpSfgjE
49,122,wUSGlDcnuDClEkokZDqI
306,362,uUolyHaolFTwtemkOVVD
3,7,HNUMdVhISUhqhlHUxWZb
50,341,iIbccLIMPuNsjnVDbbMl
36,727,gbZcQcbDVOpXwATljGbI
50,195,qMyuhISYGqPDcztZyzFA
220,293,XCgdpVKzollMjYSWtPnu
383,770,sntqmAEwjYphFDUfgnGG
201,943,TlBxZlVEcubPfxrrMsLV
519,536,hEKnYSrXOSpmhtsKTiIb
11,142,WAUvhZpGhmKNKQCenzdD
205,535,JmqsUfUBpXjrHuYdhfXJ
968,996,siDjkEYIDLRbZCASkzjz
153,232,JrtexbTlwjbCPlUXHVSn
23,120,CzYZyeNkzVbIYDNkyegB
306,916,FCrJnMELMnTFOnkagsdv
21,761,RqSJBoJSkRWufOZepYCX
169,241,MgYOmRwWtvuROGrsReij
40,55,uVXTePjYkIxnnFenVBhn
453,527,KDQqCIJlPKAHAOkAQmhl
298,598,hqRqeYWapzdyUXiHpasr
324,454,mtVktXZTztyNsOHmkpmt
1,35,hrdpArpLjPigrHXcwUdY
343,889,ypEsMBRsypEmLJbgYlUw
43,74,UNbauQGGPsyWwGHtOADu
332,337,TTdVgcuQzkgrWEuBdMsT
305,957,tOjxBnTJZLdFjllWLfPt
99,797,nAkoNEYLptMZFbdMcBQn
397,576,fiHumReCOryhShjlTtJl
294,877,CpaFjHWWxGEfMGQzIqzg
33,78,ZmZtTgnVzBShAPqNcIMo
189,239,dbwlhwcreHnaftPayOLh
18,638,eCtDAejhQGwTtWXXgslT
150,373,mrWgBbGJopwswUrbTmmd
2,276,gknekkOxYawlbcLzbedl
53,117,suhsSZcTVQnleSFXoEPL
547,980,gIyBvyKtFBdFtQQbGXtu
148,261,eShXlBIkOTpugAPxvRNP
290,847,dGDGnXTpWRsWXksZlphc
347,484,fxFxCJCLZurxfwRvWniG
167,317,GNIdHrNNBSODzHZQACsP
186,624,eCdvYZArlJofVfLRTGNO
63,842,tLLGwDNTwZBjXENDgQIG
387,651,qCTwFybwYLtquJBFzzUu
56,94,wtZohielcEIUdyquiUUW
1,110,HfvjKHgjptZnoGpDdsBP
43,254,WFzymhLzaAPHeyGtmoyX
96,103,hyiCgPJEtztsNnXqVhka
556,762,CsgNMUjFvvkKfTAZtppY
129,634,fECEENAYMjULjsaqRNEg
821,947,AQMiYPNCWbExBiLUpDLr
4,374,SBizfPHSbeeRzpXPkXEG
2,445,gGYcgKPALhyvzESecvmd
63,177,vOnGTtlIoXNufCLShsRn
14,272,WpjYPrsrClYRXvDEmybb
514,870,HjxAoJxhFbKZCxPjupwi
24,472,zBlvyVihOVZNPIBdrOtg
33,115,CQdIgGNRmoMEsIsPSktD
539,543,frxmivSzUwvykDqrAAzj
120,128,tkXvbEecyIBSpwufkktc
499,653,xWexhQNlcDlXOBRUWQcP
101,584,xwRWQmmxPdIOtUzAZwFl
384,438,AjjSIulKwIGsRnjNgveD
246,324,xhZcvNAkAcqVDwsjpKuN
83,483,eOKGYnXazVVxyCtlLzdy
588,629,SqORBMFRPMWiAvDRFkyw
11,117,MpmQpWkcwnaQreVIGMHW
176,300,VGNrGLkGGZajkyOdUwmh
266,469,wgOGUbXxZSExdOxNuCsk
208,693,DQqCuoNiUlvMUhEpKVtn
5,369,cUGsavVYoBxAwKrkhruK
405,495,HqktbtWDlToBkqabpMKR
618,660,ImSxtbkzHgfhnwdAalQp
56,512,EboHAXYquyfjvVoPhKzK
254,509,pJpaGQpYCffLPkKFeZYz
427,442,cSRAofffHzfyENhiNqqr
256,964,IitqcunxtrqkhNkpgVlB
367,693,DSXQTPTLVsAMCfxAmjGr
179,269,NKcjASSFldQadoPiDHNH
504,522,KiMJccqFdFMbFvPFoAlX
282,383,nBfYWtXpSemmkRFqvAHH
45,693,cHuyXXtrwZWaOBcbXhKQ
408,529,ftANjZMCqRuWQYiJmTSD
852,957,aBJwxJDTpjurIMsWrcPC
111,948,DhoPukuJFrQsasZVTNcO
23,154,WFKmYEheHunTkMqAvjFw
27,407,MJBKhKWUziPPsUAKuSmb
11,377,vdbiPVsEPsyEcVWuRgwm
167,460,CjcRPeeGXTrcNCJxvSPW
881,954,GukmVshowZKHNLOlgoBn
33,84,gXNgnrqIGWyGTgPyMZHS
1,876,CYprMTaQYSBMkrzsnXav
203,671,RdcncNOUgFPeZbPDJivu
587,801,XMMKicAvSjYqdNRXTYWK
752,871,ijtMFjctDkwoKHxxNFEU
565,622,urNtSlrrkWilCAhHPcMt
372,522,akCYwGbIwdeysIVHWfAj
203,520,BqOyeqXNSwdrjcQhGXip
34,359,yDVhquWxOYeamKghWNxW
287,289,iNAqeWxtDzLtKqoEiYAF
36,493,rUKjyztNzabUoCEsebwl
158,646,wTxDoVJRmDSXlAedqTir
151,203,hcqyQoJBpxQBkqrGFkJh
542,871,uZjykvpEhkhXUAZtdlTl
587,616,VtlwAofXSkUSPoUsKsmZ
247,358,QeLMCuYQnUJpMVNjLhWM
355,383,nBPvLGIahERFLcVJwUuQ
148,725,BvdopvoNtJXIOyXbbLmc
218,986,wPgfnyrsHgzjdCZvFwxz
365,626,IhTCNFjbuXgiPGzzQiQN
33,57,UKsBeNDxUybhTIHpTOFk
19,244,FWRsbAlOjLKMfVhNmxTr
56,256,vViCppQulGiuqkuqcyuM
172,887,dVgWBmYTuteSbzcEiIPg
12,293,EhhDusjHEzvIxdmGJdfN
13,423,GjdiRgzrHxiFKqtoevgT
262,387,FfxshOnQNanIrxJjZCur
18,805,NjFvTngZhtyJvTRRiAHZ
410,479,EygfjzIMyQkWTelxhGfv
172,473,wkOoJFaQdLXGNvBmefJh
0,420,YldhgJyCGEgpMtOIEnGV
561,672,xEgUQQXeTltBnhbCuOgW
106,239,UrxpTVyjvQhWROhoFHmo
204,264,GoAFdEqmkCspjTcelmTQ
158,562,BMxHtnkkLzaScFbOXpbZ
544,851,gIaWVencMqnMhLGUcpCR
340,922,dEjSmtrclJvThUXDNfcK
75,91,fbWvXZvrbDNqhRTCyurS
39,853,clDaSmvizoPjFDVmRUtI
202,315,LunLOCHahQXIZQlZHBhQ
78,168,qMIpDSwzmxgfEJokCZMS
162,386,kBSAQWtlsNzOOVTBWChp
454,458,PvnhikCthNhHmXyanttj
12,445,mXHYSRuFmoYooThLxlym
217,857,SUgpHzLzRtqxKoxJLzoL
174,785,sfAVsrdEqKzoPrTDMUPm
740,895,QByAXarQXjoHZqSnkjKQ
75,502,pdmvtiOoGgkZjRLVkZjX
243,791,LucDMNEXmfoLJadVRiez
37,67,HrFntooCgbWXDvIzfLYS
164,252,LBRKaarfkJJnSceKHhAJ
502,943,aJSsGmiLDEMbgfbYekrz
121,350,PEVGMxwTlQCqwIowumPm
432,692,szjmemXdOQMuTfHuZVfk
443,488,oSXVvFkkBLGEGPcUYBuK
697,771,NFwpcftywzyiuCdBaEfs
81,602,gMfPlcETMWCsaTqEaBgc
594,943,lACgjDGgcwxSEAkgzmcU
112,269,YgJZqxcxiIIkEqumFkXS
523,996,cfrHEyYFGRyouqKJaUyD
84,178,SYeaETZkhTIadcuXuzbn
674,752,mWjBZeLuENUPbXbjBjhm
17,68,ObeKVjrIDVZZDjshGgLX
357,841,RsHEjDmZLjZNpkLboTNN
532,751,dCPyEHXUDqTJhEoPdqrE
414,899,NdMzhCWTbnngZhCvQkNL
578,633,vPhhMDQNNmwyHKOtsFjp
254,500,TShbNAKMyaLZJjwPSdPH
367,430,SkVbtSjjpKnjuKfpnooZ
126,608,JBFJZJAZnPOdWPuKhmzp
416,772,exkLjxJjlirVBrNLDAkX
59,119,PjJoXNJRutqnXcNmzEnp
43,491,ukYxWwxVMryzAcApbLMM
22,131,rpmgBpoECqUiLtpcTvdq
250,775,BkbOMMiychMntdOtaFwV
54,214,ZQkCxwjmyLBAioBAAzPh
13,742,nBQAqSPDJxHjIlOuUJEZ
224,861,XBWUbJFVzEkhevtkllYY
153,603,mXJoUmMcAZKIEuKzOKnw
479,687,ByNnGqAtSZuhMpWBzwdi
10,289,vfziUlCDvGxIvdTdPSgk
122,222,JtwvKtAToJUIKEEFVnah
314,349,svBwwBXxhyMJoFMLzIsU
32,116,uMThIghKbmOKKurxgCaI
30,184,yhysBeYCXIvKZgnyIwwd
69,643,GfDYoVsgCnznGafGZXEq
27,31,lgGbXeMvcKvTAUsgbfKW
20,385,GGHKrMyyddnpTysONeQK
161,208,BDRYhzqTxPBaohCORsbR
61,65,JDNYGdpGekCuCjfElfoy
520,974,UmbrNyJGkrobhfgQPvgl
338,867,TMwDjKPEiJisngXwnQET
38,41,tHkvNBhybHaCIzOKsGoW
101,254,CwlJZGpnDolAwmZnWASm
132,216,QmAfVVSZcpZkrabiKtqp
309,470,MFAHNYzvNRUnDopySjDT
604,960,jMdMYotSApfkMpcwkHoj
190,355,MWdfzvFoSgWLNLDNdwTe
17,18,neNSqQfaVTkKuuexhOZW
109,971,CSycoJydfZFfTlYYbAAG
47,928,BqpWHTlbFehaJNLFrDWW
52,471,xRPnJFXoQikujnIhYUUf
22,128,TyGbyPYxAGWHvkEFaGZV
81,301,BUaulkzzeYtQKpJXDrRj
504,611,IQvuHjZfcJYFjELYZAOh
339,989,tbSWhVkWBJqnuIzVZhTN
18,22,zlljHUQUEwhdKlecdvUD
378,882,WTwnLdvQsCBTrPjUWxcE
177,709,FKPsCdxXyQSGAWhkiplG
384,432,ophrDpWGnkeHNRzievib
357,485,YDVbFzDDrMutvBADbzDH
124,564,lmXEnvlOSdoTlOceLuBC
27,257,OQdjuXmkcxzJJpytYUJK
653,864,mmBXMtiRkEPxpCIobRLF
165,679,eOaysKvAlfglNQUgXXRl
14,280,PsPRjCnmaKQwvoermqEU
190,569,cHKYiAOPanHmGMroceZV
219,608,jhdalAHnrAIXlGNbaPWs
652,823,ZupcbYgocbTPPWrJVNiN
17,320,HcqyqsIfGPjQWbqtlxKJ
758,952,pAdanwfdfSEAgcppDlSM
150,918,gjJdgHsHhuvPHvTjynkd
219,388,REqIedtEJqtEmYntuBzK
426,516,ppqwedipfxszznIosuVn
84,229,cFpjsyvejCDgVumKFygI
225,410,OOolWzHHDNChPRcCoqZc
131,274,ZMqtEKpkuFDCULoIdPrS
203,392,KHLmUaZBTPZRKmfCXRgf
426,501,YTrdCfKJuqLjakytjWPB
684,713,wDoeuHZHXIgggXObkNeH
693,708,RYoheJUbrCJzQWhxSOEp
264,586,nBhzmOOyMJjSclZVhFcA
362,772,euKOFkkIRcyUItlbfeEN
33,59,maWFwRHzfKVzDSRxBeJF
91,212,zpIcUSxGLDgNUieFvlDp
632,895,MEOEWjIEzojCWeUApQMB
340,497,ZkmJyfiXOiipTykeYtjb
0,953,oDCXMaieXYPPYfEIPBzL
404,782,XQXTtGnqwxkwEMEoaUzT
464,611,YcBKHcKGLaIOXQRcvAPd
15,17,VPHJLagWEanhzfVoyrNz
687,717,eLARGnoLZkWPRhZQbzrH
3,17,jBsDzjUHQkXbiPWiJAcM
79,157,OQzkXiOarGtTdppZWisP
9,99,ZlOWSUIeCNJtCwzZFyQk
401,403,FCeOWibyKuVYbUCyPSTN
190,883,NmOzxaykbBIVrGGzSMPN
19,56,nmLkcYkNEsXTmrqUXYJf
50,242,dIPuCwSQHDgLfPrLAHIJ
55,319,gmGPVbdbYvhdcIUwfLfl
411,462,VfYXitBvbgbUExflAytW
101,248,foyjQfqndVieKmLUkitb
547,594,cPXENIAjOIBqDaognZmK
70,71,dmVgWniCMAJRfJcJLToO
42,59,qhHZVQzouTBWsmZOlugZ
122,239,yDmdNZDkpVrgCYnYeeTT
353,370,NpMNojfLDdyRdEHPaBnB
499,860,DTxduCIofmhEXhtJWTON
176,277,uGiUTXRGZgpysyBMPkNa
236,350,XzfvTDRkSKyNVCMFwuCB
750,784,PlllcYbBlbdnttJqCYls
403,410,ONzxNZclhrTCaAfqBxlf
230,250,NgHYEIOlmDzljOSCobOu
198,384,oWNoVVbFqMvWmqEJcsbC
602,637,iHfvPAnHKvbzyfxbqZLS
51,322,gSjGWxttZfcZyKjPdYdg
165,390,LWDXWrrdobXWJjfxMWAy
45,347,FSFQSKsXdPSxepBPXxwF
223,283,nwUyOzSTdNlCpcZVpsiA
395,407,zSKdOOmEDITifFPUBDfx
537,868,WxNMtuAASTLHeKBdOuMy
54,98,ehMAsWqMKVkFwXsrMfix
9,57,BaZUrsiHzirPlbCzuCVz
28,462,KDoUKwkMLUGiwBjXmmya
124,632,cThMIiwFTFZKahISDyia
689,747,SdcbsfOuNuUbaSXYHHeT
740,909,MudLIqJAYaEwQCdHNtqd
276,964,JtICcTbGoxxpyEmyjofi
93,488,ZviWrmXNnfFhydmmowQJ
112,415,gDxCgglxugEsQRMbPbzQ
119,763,GVhPacnHbrIurrhPLLYl
279,524,ZMXSPKtcrHMwDQzXYmBx
200,637,bMizpYJtSZsgREmPtTOI
30,226,mYjmaAJuQQqgANTQzMvi
397,417,MRHBCAMwSclMQAjYTxVa
186,373,wYmaVXURndMuyFUDNYsI
13,20,JfevDzFIpkYGHjVpmrQT
20,207,nRRJFJsGUlzUQdNpTDug
85,794,fERjZcAqoAvzNHmqxLxe
182,942,mnNPIBRztzqLrlteWGpN
81,825,wyXnzsBBUfRXCQOpcpex
169,224,rEQGszMHUeziZgpxIRct
819,971,TVCTcKwzqADPpOUPoaNC
553,948,ygVufkMIBEzWKWXwjCOo
317,409,dYqexRldhwJKfnYcaaIW
75,171,DhqGvQSPUgtkxwutFYpL
239,619,VybMQNyUhCBzkizXtYQj
